speciesKey,authorship,basionym,basionymKey,canonicalName,class,classKey,constituentKey,datasetKey,family,familyKey,genus,genusKey,issues,key,kingdom,kingdomKey,lastCrawled,lastInterpreted,nameKey,nameType,nomenclaturalStatus,nubKey,numDescendants,order,orderKey,origin,parent,parentKey,phylum,phylumKey,publishedIn,rank,remarks,scientificName,sourceTaxonKey,species,taxonID,taxonomicStatus,vernacularName,vietnameseName
5599251,R.Br.,,,Abelia chinensis,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Caprifoliaceae,6710,Abelia,2888733,[],5599251,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:02:33.913+00:00,33984,SCIENTIFIC,[],5599251,5,Dipsacales,946,SOURCE,Abelia,2888733,Tracheophyta,7707728,"R. Br. (1818). In: Narr. Journey China 376, T.",SPECIES,,Abelia chinensis R.Br.,,Abelia chinensis,gbif:5599251,ACCEPTED,Chinese abelia,Lục đạo mộc trung quốc; Trà điều thụ
3940931,Wall.,,,Abelmoschus crinitus,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Malvaceae,6685,Abelmoschus,3152705,[],3940931,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:13:17.923+00:00,35546,SCIENTIFIC,[],3940931,1,Malvales,941,SOURCE,Abelmoschus,3152705,Tracheophyta,7707728,"Wall. (1830). In: Pl. As. Rar. 1: 39, T. 44.",SPECIES,,Abelmoschus crinitus Wall.,,Abelmoschus crinitus,gbif:3940931,ACCEPTED,,Bụp tóc
3152707,(L.) Moench,Hibiscus esculentus L.,3152708,Abelmoschus esculentus,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Malvaceae,6685,Abelmoschus,3152705,[],3152707,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:13:17.754+00:00,35596,SCIENTIFIC,[],3152707,2,Malvales,941,SOURCE,Abelmoschus,3152705,Tracheophyta,7707728,Moench. (1794). In: Methodus 617.,SPECIES,,Abelmoschus esculentus (L.) Moench,,Abelmoschus esculentus,gbif:3152707,ACCEPTED,Okra,Mướp tây; Bụp bắp; Đậu bắp; Bông vàng
3152706,(L.) Medik.,Hibiscus manihot L.,3935663,Abelmoschus manihot,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Malvaceae,6685,Abelmoschus,3152705,[],3152706,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:13:17.815+00:00,35703,SCIENTIFIC,[],3152706,6,Malvales,941,SOURCE,Abelmoschus,3152705,Tracheophyta,7707728,Malvenfam.: 46 (1787),SPECIES,,Abelmoschus manihot (L.) Medik.,,Abelmoschus manihot,gbif:3152706,ACCEPTED,Sunset muskmallow,Thục quỳ vàng
8312665,(L.) Medik.,,,Abelmoschus moschatus,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Malvaceae,6685,Abelmoschus,3152705,[],8312665,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:13:17.555+00:00,35805,SCIENTIFIC,[],8312665,3,Malvales,941,SOURCE,Abelmoschus,3152705,Tracheophyta,7707728,Malvenfam.: 46 (1787),SPECIES,,Abelmoschus moschatus (L.) Medik.,,Abelmoschus moschatus,gbif:8312665,ACCEPTED,Musk Okra,Vông vang
3940600,(Kurz) Merr.,Hibiscus sagittifolius Kurz,3933778,Abelmoschus sagittifolius,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Malvaceae,6685,Abelmoschus,3152705,[],3940600,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:13:17.675+00:00,35874,SCIENTIFIC,[],3940600,0,Malvales,941,SOURCE,Abelmoschus,3152705,Tracheophyta,7707728,Merr. (1924). In: Lingnaam Agr. Rev. 2: 40.,SPECIES,,Abelmoschus sagittifolius (Kurz) Merr.,,Abelmoschus sagittifolius,gbif:3940600,ACCEPTED,,"Sâm bố chính, Sâm thổ hào, Sâm báo, Nhân sâm Phú Yên"
2685456,Franch.,,,Abies delavayi,Pinopsida,194,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Pinaceae,3925,Abies,2684876,[],2685456,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:24.991+00:00,36694,SCIENTIFIC,[],2685456,5,Pinales,640,SOURCE,Abies,2684876,Tracheophyta,7707728,"Farjon, A. In: A Handbook of the World’s Conifers. Vol. 1 & 2. E. J. Brill, Leiden & Boston. 1112 pp. (2010).",SPECIES,,Abies delavayi Franch.,,Abies delavayi,gbif:2685456,ACCEPTED,Delavay's Silver-Fir,Vân sam
8219075,(L.) L.fil.,Theobroma augustum L.,3670137,Abroma augustum,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Malvaceae,6685,Abroma,10838483,[],8219075,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:13:45.291+00:00,97507766,SCIENTIFIC,[],8219075,1,Malvales,941,SOURCE,Abroma,10838483,Tracheophyta,7707728,L. fil. (n.d.). In: Suppl. Pl. 341 (1781 Publ. 1782).,SPECIES,,Abroma augustum (L.) L.fil.,,Abroma augustum,gbif:8219075,ACCEPTED,devil's-cotton,"Tai mèo, Bông vàng, Phác nhật sai"
5348711,L.,,,Abrus precatorius,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Abrus,2943776,[],5348711,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:09:17.559+00:00,45808,SCIENTIFIC,[],5348711,6,Fabales,1370,SOURCE,Abrus,2943776,Tracheophyta,7707728,"Syst. Nat. ed. 12, 2: 472 (1767)",SPECIES,,Abrus precatorius L.,,Abrus precatorius,gbif:5348711,ACCEPTED,Rosarypea,Cam thảo dây; Dây cườm cườm; Dây chi chi; Tương tư đằng; Cảm sảo (Tày)
3980200,Hassk.,,,Abrus melanospermus,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Abrus,2943776,[],3980200,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:09:17.500+00:00,45758,SCIENTIFIC,[],3980200,3,Fabales,1370,SOURCE,Abrus,2943776,Tracheophyta,7707728,Cat. Hort. Bot. Bogor. Alt.: 282 (1844),SPECIES,,Abrus melanospermus Hassk.,,Abrus melanospermus,gbif:3980200,ACCEPTED,licorice-root,
5348700,Wall. ex Wight & Arn.,,,Abrus fruticulosus,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Abrus,2943776,[],5348700,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:09:17.468+00:00,45652,SCIENTIFIC,[],5348700,1,Fabales,1370,SOURCE,Abrus,2943776,Tracheophyta,7707728,Prodr. Fl. Ind. Orient.1: 236 (1834),SPECIES,,Abrus fruticulosus Wall. ex Wight & Arn.,,Abrus fruticulosus,gbif:5348700,ACCEPTED,,
3152634,(L.) Sweet,Sida indica L.,5618451,Abutilon indicum,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Malvaceae,6685,Abutilon,3152599,[],3152634,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:13:23.008+00:00,47919,SCIENTIFIC,[],3152634,4,Malvales,941,SOURCE,Abutilon,3152599,Tracheophyta,7707728,Hort. Brit.: 54 (1826),SPECIES,,Abutilon indicum (L.) Sweet,,Abutilon indicum,gbif:3152634,ACCEPTED,Abutilon,Cối xay; Giàng xay; Kim hoa thảo; Quýnh ma; Co tó ép (Thái); Phao tôn (Tày)
7997923,"(L.) Maslin, Seigler & Ebinger",Mimosa caesia L.,8361025,Senegalia caesia,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Senegalia,7989631,[],7997923,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:57.443+00:00,10302550,SCIENTIFIC,[],7997923,1,Fabales,1370,SOURCE,Senegalia,7989631,Tracheophyta,7707728,Blumea 58: 40 (2013),SPECIES,,"Senegalia caesia (L.) Maslin, Seigler & Ebinger",,Senegalia caesia,gbif:7997923,ACCEPTED,,
3796190,(L.f.) P.J.H.Hurter & Mabb.,Mimosa catechu L.f.,2980866,Senegalia catechu,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Senegalia,7989631,[],3796190,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:57.731+00:00,10302581,SCIENTIFIC,[],3796190,1,Fabales,1370,SOURCE,Senegalia,7989631,Tracheophyta,7707728,"Mabberley's Plant-book, ed. 3 1021 (2008)",SPECIES,,Senegalia catechu (L.f.) P.J.H.Hurter & Mabb.,,Senegalia catechu,gbif:3796190,ACCEPTED,black catechu,Keo cao
3795863,(Lam.) Britton & Rose,Mimosa rugata Lam.,2981140,Senegalia rugata,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Senegalia,7989631,[],3795863,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:57.292+00:00,10301090,SCIENTIFIC,[],3795863,0,Fabales,1370,SOURCE,Senegalia,7989631,Tracheophyta,7707728,N. Amer. Fl. 23(2): 120 (1928),SPECIES,,Senegalia rugata (Lam.) Britton & Rose,,Senegalia rugata,gbif:3795863,ACCEPTED,Soap pod,Keo đẹp
2978466,Merr.,,,Acacia confusa,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Acacia,2978223,[],2978466,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:36.830+00:00,52787,SCIENTIFIC,[],2978466,0,Fabales,1370,SOURCE,Acacia,2978223,Tracheophyta,7707728,"Philipp. J. Sci., C 5: 27 (1910)",SPECIES,,Acacia confusa Merr.,,Acacia confusa,gbif:2978466,ACCEPTED,Formosan koa,"Đài loan tương tư; Tương tư, Keo tương tư, Tương tư thụ"
2979474,Link,,,Acacia dealbata,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Acacia,2978223,[],2979474,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:38.669+00:00,52669,SCIENTIFIC,[],2979474,2,Fabales,1370,SOURCE,Acacia,2978223,Tracheophyta,7707728,Enum. Hort. Berol. Alt. 2: 445 (1822),SPECIES,,Acacia dealbata Link,,Acacia dealbata,gbif:2979474,ACCEPTED,Silver wattle,Keo trắng; Mi-mô-sa
2979265,(L.) Wight & Arn.,Mimosa farnesiana L.,2979264,Vachellia farnesiana,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Vachellia,8142432,[],2979265,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:50.740+00:00,11679420,SCIENTIFIC,[],2979265,5,Fabales,1370,SOURCE,Vachellia,8142432,Tracheophyta,7707728,Prodr. Fl. Ind. Orient. 1: 272 (1834),SPECIES,,Vachellia farnesiana (L.) Wight & Arn.,,Vachellia farnesiana,gbif:2979265,ACCEPTED,Sweet acacia,"Keo Nước Hoa, Keo Ta"
7769517,"(Roxb.) Maslin, Seigler & Ebinger",Mimosa leucophloea Roxb.,2978572,Vachellia leucophloea,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Vachellia,8142432,[],7769517,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:50.323+00:00,11679737,SCIENTIFIC,[],7769517,1,Fabales,1370,SOURCE,Vachellia,8142432,Tracheophyta,7707728,Blumea 58: 42 (2013),SPECIES,,"Vachellia leucophloea (Roxb.) Maslin, Seigler & Ebinger",,Vachellia leucophloea,gbif:7769517,ACCEPTED,distiller's acacia,
7521523,"(Desv.) Maslin, Seigler & Ebinger",Acacia megaladena Desv.,2979030,Senegalia megaladena,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Senegalia,7989631,[],7521523,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:56.837+00:00,10300581,SCIENTIFIC,[],7521523,2,Fabales,1370,SOURCE,Senegalia,7989631,Tracheophyta,7707728,Blumea 58: 41 (2013),SPECIES,,"Senegalia megaladena (Desv.) Maslin, Seigler & Ebinger",,Senegalia megaladena,gbif:7521523,ACCEPTED,,
3974744,(L.) P.J.H.Hurter & Mabb.,Mimosa nilotica L.,2978441,Vachellia nilotica,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Vachellia,8142432,[],3974744,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:51.483+00:00,11679919,SCIENTIFIC,[],3974744,9,Fabales,1370,SOURCE,Vachellia,8142432,Tracheophyta,7707728,"Mabberley's Plant-book, ed. 3 1021 (2008)",SPECIES,,Vachellia nilotica (L.) P.J.H.Hurter & Mabb.,,Vachellia nilotica,gbif:3974744,ACCEPTED,"Egyptian thorn, Gum arabic tree, Babul, Babul acacia, Thorn mimosa, Egyptian acacia, Egyptian mimosa, Thorny acacia, Prickly acacia, Scented-pod acacia, Nile acacia",
8381471,(L.) Maslin,Mimosa pennata L.,2980014,Senegalia pennata,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Senegalia,7989631,[],8381471,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:57.520+00:00,10300812,SCIENTIFIC,[],8381471,4,Fabales,1370,SOURCE,Senegalia,7989631,Tracheophyta,7707728,Nuytsia 22(6): 466 (2012),SPECIES,,Senegalia pennata (L.) Maslin,,Senegalia pennata,gbif:8381471,ACCEPTED,,rau thối
7633007,"(Steud. ex Benth.) Maslin, Seigler & Ebinger",Acacia pluricapitata Steud.,8388388,Senegalia pluricapitata,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Senegalia,7989631,[],7633007,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:58.602+00:00,10300915,SCIENTIFIC,[],7633007,0,Fabales,1370,SOURCE,Senegalia,7989631,Tracheophyta,7707728,Blumea 58: 41 (2013),SPECIES,,"Senegalia pluricapitata (Steud. ex Benth.) Maslin, Seigler & Ebinger",,Senegalia pluricapitata,gbif:7633007,ACCEPTED,,
8016515,"(I.C.Nielsen) Maslin, Seigler & Ebinger",Acacia vietnamensis I.C.Nielsen,2980431,Senegalia vietnamensis,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Senegalia,7989631,[],8016515,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:58.242+00:00,10301402,SCIENTIFIC,[],8016515,0,Fabales,1370,SOURCE,Senegalia,7989631,Tracheophyta,7707728,Blumea 58: 42 (2013),SPECIES,,"Senegalia vietnamensis (I.C.Nielsen) Maslin, Seigler & Ebinger",,Senegalia vietnamensis,gbif:8016515,ACCEPTED,,
3056835,L.,,,Acalypha australis,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Euphorbiaceae,4691,Acalypha,3055964,[],3056835,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:04:04.608+00:00,65254,SCIENTIFIC,[],3056835,1,Malpighiales,1414,SOURCE,Acalypha,3055964,Tracheophyta,7707728,Sp. Pl.: 1004 (1753),SPECIES,,Acalypha australis L.,,Acalypha australis,gbif:3056835,ACCEPTED,Asian copperleaf,Tai tượng úc; Tai tượng lá hoa; Tai tượng lá bắc to; tai tượng nam; thiết hiện thái; nhân hiện; hải bạng hàm châu
3056856,Hornem.,,,Acalypha brachystachya,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Euphorbiaceae,4691,Acalypha,3055964,[],3056856,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:04:03.814+00:00,65561,SCIENTIFIC,[],3056856,0,Malpighiales,1414,SOURCE,Acalypha,3055964,Tracheophyta,7707728,"Enum. Pl. Hort. Hafn., rev. ed.: 1 (1807)",SPECIES,,Acalypha brachystachya Hornem.,,Acalypha brachystachya,gbif:3056856,ACCEPTED,,"Tai tượng bông ngắn; Tai tượng đuôi ngắn, Cỏ tai tượng hình đầu"
3056864,Benth.,,,Acalypha grandis,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Euphorbiaceae,4691,Acalypha,3055964,[],3056864,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:04:04.814+00:00,66334,SCIENTIFIC,[],3056864,0,Malpighiales,1414,SOURCE,Acalypha,3055964,Tracheophyta,7707728,London J. Bot. 2: 232 (1843),SPECIES,,Acalypha grandis Benth.,,Acalypha grandis,gbif:3056864,ACCEPTED,,Tai tượng gai; Tai tượng lớn
3056375,Burm.f.,,,Acalypha hispida,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Euphorbiaceae,4691,Acalypha,3055964,[],3056375,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:04:03.035+00:00,66688,SCIENTIFIC,[],3056375,0,Malpighiales,1414,SOURCE,Acalypha,3055964,Tracheophyta,7707728,Fl. Indica: 303 (1768),SPECIES,,Acalypha hispida Burm.f.,,Acalypha hispida,gbif:3056375,ACCEPTED,Red-Hot Cat's Tail,Tai tượng đuôi chồn; Tai tượng xanh
3056259,L.,,,Acalypha indica,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Euphorbiaceae,4691,Acalypha,3055964,[],3056259,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:04:02.762+00:00,66790,SCIENTIFIC,[],3056259,0,Malpighiales,1414,SOURCE,Acalypha,3055964,Tracheophyta,7707728,Sp. Pl.: 1003 (1753),SPECIES,,Acalypha indica L.,,Acalypha indica,gbif:3056259,ACCEPTED,Indian Copperleaf,Tai tượng xanh; Tai tượng ấn; Tai tượng lá mác
3056040,Craib,,,Acalypha kerrii,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Euphorbiaceae,4691,Acalypha,3055964,[],3056040,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:04:06.009+00:00,67012,SCIENTIFIC,[],3056040,0,Malpighiales,1414,SOURCE,Acalypha,3055964,Tracheophyta,7707728,Bull. Misc. Inform. Kew 1911: 465 (1911),SPECIES,,Acalypha kerrii Craib,,Acalypha kerrii,gbif:3056040,ACCEPTED,,"Tai tượng đá vôi, Tai tượng bông mảnh"
3056367,Willd.,,,Acalypha lanceolata,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Euphorbiaceae,4691,Acalypha,3055964,[],3056367,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:04:02.917+00:00,67068,SCIENTIFIC,[],3056367,3,Malpighiales,1414,SOURCE,Acalypha,3055964,Tracheophyta,7707728,Sp. Pl. ed. 4. 4: 524 (1805),SPECIES,,Acalypha lanceolata Willd.,,Acalypha lanceolata,gbif:3056367,ACCEPTED,,Tai tượng thon; Tai tượng lá mác
3056042,Oliv. ex Gage,,,Acalypha siamensis,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Euphorbiaceae,4691,Acalypha,3055964,[],3056042,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:04:03.212+00:00,68453,SCIENTIFIC,[],3056042,0,Malpighiales,1414,SOURCE,Acalypha,3055964,Tracheophyta,7707728,Rec. Bot. Surv. India 9: 238 (1922),SPECIES,,Acalypha siamensis Oliv. ex Gage,,Acalypha siamensis,gbif:3056042,ACCEPTED,wild tea,Chè hàng rào; Chà rị (Tày); Trà rừng
3057221,Müll.Arg.,,,Acalypha wilkesiana,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Euphorbiaceae,4691,Acalypha,3055964,[],3057221,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:04:05.748+00:00,68153,SCIENTIFIC,[],3057221,2,Malpighiales,1414,SOURCE,Acalypha,3055964,Tracheophyta,7707728,"A.P.de Candolle, Prodr. 15(2): 817 (1866)",SPECIES,,Acalypha wilkesiana Müll.Arg.,,Acalypha wilkesiana,gbif:3057221,ACCEPTED,Jacob's coat,Tai tượng đỏ; Tai tượng nâu; Tai tượng trổ; Tai voi
2781924,(Lindl.) Hochr.,Saccolabium ochraceum Lindl.,2781929,Acampe ochracea,Liliopsida,196,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Orchidaceae,7689,Acampe,2781923,[],2781924,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:16:52.636+00:00,69523,SCIENTIFIC,[],2781924,2,Asparagales,1169,SOURCE,Acampe,2781923,Tracheophyta,7707728,Bull. New York Bot. Gard. 6: 270 (1910),SPECIES,,Acampe ochracea (Lindl.) Hochr.,,Acampe ochracea,gbif:2781924,ACCEPTED,,A cam sét
2781961,(Roxb.) Blatt. & McCann,Epidendrum praemorsum Roxb.,5305428,Acampe praemorsa,Liliopsida,196,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Orchidaceae,7689,Acampe,2781923,[],2781961,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:16:52.668+00:00,69571,SCIENTIFIC,[],2781961,2,Asparagales,1169,SOURCE,Acampe,2781923,Tracheophyta,7707728,J. Bombay Nat. Hist. Soc. 35: 495 (1932),SPECIES,,Acampe praemorsa (Roxb.) Blatt. & McCann,,Acampe praemorsa,gbif:2781961,ACCEPTED,,
3035388,(Dunn) S.Y.Hu,Acanthopanax nodiflorus Dunn,3035405,Eleutherococcus nodiflorus,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Araliaceae,8800,Eleutherococcus,3035282,[],3035388,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:11:35.402+00:00,3885039,SCIENTIFIC,[],3035388,0,Apiales,1351,SOURCE,Eleutherococcus,3035282,Tracheophyta,7707728,"Hu, S. Y. (1980). In: J. Arnold Arbor. 61(1): 109.",SPECIES,,Eleutherococcus nodiflorus (Dunn) S.Y.Hu,,Eleutherococcus nodiflorus,gbif:3035388,ACCEPTED,,
3035348,(Harms) S.Y.Hu,Acanthopanax lasiogyne Harms,3035349,Eleutherococcus lasiogyne,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Araliaceae,8800,Eleutherococcus,3035282,[],3035348,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:11:35.588+00:00,3884984,SCIENTIFIC,[],3035348,0,Apiales,1351,SOURCE,Eleutherococcus,3035282,Tracheophyta,7707728,"Hu, S. Y. (1980). In: J. Arnold Arbor. 61(1): 109.",SPECIES,,Eleutherococcus lasiogyne (Harms) S.Y.Hu,,Eleutherococcus lasiogyne,gbif:3035348,ACCEPTED,,Ngũ gia bì
3035369,(Rupr. & Maxim.) Maxim.,Hedera senticosa Rupr. & Maxim.,3035378,Eleutherococcus senticosus,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Araliaceae,8800,Eleutherococcus,3035282,[],3035369,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:11:35.470+00:00,3885091,SCIENTIFIC,[],3035369,1,Apiales,1351,SOURCE,Eleutherococcus,3035282,Tracheophyta,7707728,Maxim. (1859). In: Mem. Div. Sav. Acad. Sci. St.-Petersb. 9: 132.,SPECIES,,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.,,Eleutherococcus senticosus,gbif:3035369,ACCEPTED,Devil’s bush,Sâm Siberia
3035456,(L.) S.Y.Hu,Zanthoxylum trifoliatum L.,8101902,Eleutherococcus trifoliatus,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Araliaceae,8800,Eleutherococcus,3035282,[],3035456,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:11:35.107+00:00,3885325,SCIENTIFIC,[],3035456,1,Apiales,1351,SOURCE,Eleutherococcus,3035282,Tracheophyta,7707728,"Hu, S. Y. (1980). In: J. Arnold Arbor. 61(1): 110.",SPECIES,,Eleutherococcus trifoliatus (L.) S.Y.Hu,,Eleutherococcus trifoliatus,gbif:3035456,ACCEPTED,,Ngũ gia bì gai; Tam gia bì
3035471,(H.L.Li) Y.R.Ling,Acanthopanax trifoliatus var. setosus H.L.Li,3035470,Eleutherococcus setosus,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Araliaceae,8800,Eleutherococcus,3035282,[],3035471,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:11:35.390+00:00,3885141,SCIENTIFIC,[],3035471,0,Apiales,1351,SOURCE,Eleutherococcus,3035282,Tracheophyta,7707728,"Ling, Y. R. (1977). In: Acta Phytotax. Sin. 15(2): 85-86, T. 1, F. 5-6.",SPECIES,,Eleutherococcus setosus (H.L.Li) Y.R.Ling,,Eleutherococcus setosus,gbif:3035471,ACCEPTED,,
